symbol,entry_date,exit_date,exit_reason,entry,exit,qty,pnl
TATASTEEL.NS,2024-02-14,2024-03-04,target,138.3883,154.8225,2,32.69
GMRAIRPORT.NS,2024-03-04,2024-03-06,stop,86.3932,84.1658,239,-544.58
TATAPOWER.NS,2024-03-01,2024-03-07,target,375.7378,413.5950,77,2896.77
RECLTD.NS,2024-03-06,2024-03-13,stop,471.2355,457.3423,42,-595.21
HAL.NS,2024-03-15,2024-03-20,stop,3181.0786,3014.0338,6,-1013.42
ADANIGREEN.NS,2024-03-21,2024-03-27,stop,1863.8124,1811.0376,9,-484.90
PNB.NS,2024-03-26,2024-04-03,target,123.4233,134.9201,1,11.42
BPCL.NS,2024-03-27,2024-04-05,stop,302.6513,291.9828,53,-574.88
NHPC.NS,2024-04-03,2024-04-15,stop,92.9429,88.3058,1,-4.69
VBL.NS,2024-03-15,2024-04-15,stop,570.5701,541.1384,34,-1012.02
BANKBARODA.NS,2024-03-28,2024-04-16,stop,264.0138,258.6706,1,-5.50
COALINDIA.NS,2024-04-05,2024-04-18,stop,448.9744,435.6140,34,-463.27
BHARTIARTL.NS,2024-02-28,2024-04-19,target,1139.8890,1286.4394,6,874.94
HAVELLS.NS,2024-04-18,2024-04-19,stop,1520.5194,1471.5139,2,-99.81
TATAPOWER.NS,2024-03-22,2024-04-30,target,394.8446,451.4242,3,168.98
TRENT.NS,2024-04-18,2024-04-30,target,4070.8178,4544.2619,3,1412.58
AMBUJACEM.NS,2024-04-16,2024-05-07,stop,616.2157,592.8567,30,-711.65
PIDILITIND.NS,2024-04-23,2024-05-08,stop,1460.6550,1416.1079,7,-317.87
ZYDUSLIFE.NS,2024-05-07,2024-05-09,stop,1029.5145,971.1281,17,-1002.77
TATACONSUM.NS,2024-02-13,2024-05-10,stop,1135.5347,1073.9253,2,-124.54
ZYDUSLIFE.NS,2024-05-09,2024-05-10,stop,1008.2575,969.5150,26,-1022.73
NHPC.NS,2024-05-14,2024-06-03,target,95.5955,117.9410,190,4233.47
CANBK.NS,2024-03-18,2024-06-04,stop,111.0410,105.7142,116,-625.45
CHOLAFIN.NS,2024-06-03,2024-06-04,stop,1270.6350,1213.3857,17,-985.91
TATAPOWER.NS,2024-05-15,2024-06-04,stop,434.0169,412.2374,1,-22.03
TATASTEEL.NS,2024-05-14,2024-06-04,stop,164.6645,157.8920,149,-1023.53
INDUSTOWER.NS,2024-06-07,2024-06-18,stop,345.2950,334.1656,28,-317.33
INDUSTOWER.NS,2024-06-18,2024-06-19,stop,347.1469,328.9355,27,-497.18
GODREJPROP.NS,2024-06-07,2024-07-02,target,2828.7265,3310.9590,7,3362.73
IRFC.NS,2024-07-03,2024-07-05,target,173.4233,185.1847,24,279.69
BHEL.NS,2024-06-25,2024-07-09,target,298.1479,331.5842,30,997.42
RECLTD.NS,2024-07-02,2024-07-12,target,555.2275,648.4658,34,3157.82
HINDZINC.NS,2024-07-12,2024-07-15,stop,681.0806,660.3392,48,-1014.91
IDEA.NS,2024-07-16,2024-07-22,stop,17.5488,15.7621,7,-12.58
M&M.NS,2024-07-15,2024-07-26,target,2725.0230,2854.7252,13,1664.37
M&M.NS,2024-07-26,2024-08-02,stop,2829.8277,2779.0189,13,-682.39
WIPRO.NS,2024-07-26,2024-08-05,stop,255.1275,244.8775,1,-10.40
DABUR.NS,2024-08-06,2024-08-13,stop,640.6402,613.4361,19,-524.03
MOTHERSON.NS,2024-08-23,2024-08-29,stop,130.0633,128.4381,2,-3.41
BAJAJHLDNG.NS,2024-08-16,2024-09-02,target,9469.4624,10573.5099,1,1098.03
GRASIM.NS,2024-09-02,2024-09-03,stop,2725.2733,2678.7600,4,-192.54
TATACONSUM.NS,2024-09-05,2024-09-06,stop,1200.1492,1173.8253,8,-216.29
RECLTD.NS,2024-08-21,2024-09-09,stop,603.1514,580.9186,4,-90.35
INDUSTOWER.NS,2024-09-11,2024-09-16,stop,434.0669,421.9777,29,-358.04
ETERNAL.NS,2024-10-07,2024-10-08,stop,278.6893,263.8360,1,-15.02
TECHM.NS,2024-08-06,2024-10-14,target,1485.7346,1690.4907,16,3260.85
SHRIRAMFIN.NS,2024-10-14,2024-10-17,stop,673.9368,660.9485,1,-13.39
INFY.NS,2024-09-23,2024-10-21,stop,1916.9155,1865.5331,1,-52.52
JSWSTEEL.NS,2024-10-21,2024-10-22,stop,999.2485,972.1271,2,-55.43
