symbol,entry_date,exit_date,exit_reason,entry,exit,qty,pnl
MARICO.NS,2016-06-16,2016-07-13,target,255.6555,275.1745,73,1405.51
M&MFIN.NS,2016-07-19,2016-07-20,stop,202.9477,195.4931,1,-7.65
MOTHERSON.NS,2016-07-13,2016-08-02,target,35.7360,41.9391,555,3421.17
GAIL.NS,2016-06-29,2016-08-03,stop,71.8374,70.0737,4,-7.34
M&MFIN.NS,2016-08-02,2016-08-03,stop,209.8408,199.7808,100,-1026.48
BHARTIARTL.NS,2016-08-04,2016-08-05,stop,331.0923,326.0190,68,-367.32
BEL.NS,2016-08-05,2016-08-08,stop,38.1593,37.3959,581,-465.50
PIDILITIND.NS,2016-08-08,2016-08-10,stop,367.1835,358.1416,59,-554.87
M&MFIN.NS,2016-08-10,2016-08-11,stop,205.5515,200.1854,102,-568.03
SUNPHARMA.NS,2016-08-12,2016-08-16,stop,819.6190,784.4150,24,-864.14
TITAN.NS,2016-08-17,2016-08-18,stop,408.2079,399.2005,46,-432.91
ONGC.NS,2016-07-20,2016-08-19,target,148.4817,161.6727,2,26.07
HDFCBANK.NS,2016-06-28,2016-08-24,target,293.2681,315.7656,2,44.39
TITAN.NS,2016-08-24,2016-08-25,stop,407.9076,401.1985,1,-7.11
NESTLEIND.NS,2016-08-22,2016-08-30,stop,338.3281,334.6651,1,-4.00
KOTAKBANK.NS,2016-07-11,2016-08-31,target,150.4503,159.4621,1,8.86
M&MFIN.NS,2016-08-25,2016-08-31,target,203.4764,216.9882,3,39.90
SHRIRAMFIN.NS,2016-08-30,2016-08-31,stop,246.6214,240.9308,1,-5.93
PNB.NS,2016-08-30,2016-09-06,target,123.9620,131.5757,1,7.49
SAIL.NS,2016-09-06,2016-09-07,target,48.2482,50.8162,1,2.52
PNB.NS,2016-09-06,2016-09-07,target,127.4137,135.9848,2,16.88
UNIONBANK.NS,2016-08-18,2016-09-07,target,133.7837,148.2783,137,1966.44
SAIL.NS,2016-09-07,2016-09-08,target,48.8488,52.4738,1,3.57
CHOLAFIN.NS,2016-09-07,2016-09-12,stop,223.3832,212.4474,92,-1026.14
MARICO.NS,2016-08-31,2016-09-12,stop,288.5383,283.4164,3,-16.22
ITC.NS,2016-08-12,2016-09-27,stop,243.6685,237.1694,3,-20.22
LTF.NS,2016-09-15,2016-09-29,stop,85.0509,81.0249,3,-12.33
NHPC.NS,2016-08-10,2016-09-29,stop,25.7257,24.8751,7,-6.13
NMDC.NS,2016-09-27,2016-09-29,stop,27.3782,26.3381,28,-29.88
HAVELLS.NS,2016-09-29,2016-09-30,stop,425.2249,405.7970,2,-39.69
LTF.NS,2016-09-29,2016-09-30,stop,86.6802,80.7400,2,-12.05
RECLTD.NS,2016-10-03,2016-10-21,target,91.2456,103.9535,12,151.32
HCLTECH.NS,2016-09-12,2016-10-27,stop,395.1448,386.1136,51,-480.52
